,EPS,Earnings_Yield,Effect_of_forex_changes_on_cash,Weighted_Average_Shs_Out,Gross_Profit_Growth,Net_cash_flow_/_Change_in_cash,Net_Income_per_Share,Book_Value_per_Share_Growth,Weighted_Average_Shares_Growth,Revenue_Growth,Financing_Cash_Flow,Operating_Cash_Flow_growth,Operating_Cash_Flow_per_Share,Asset_Growth,Operating_Income_Growth,Retained_earnings_(deficit),SG&A_Expenses_Growth,EPS_Growth,Receivables_growth,Issuance_(buybacks)_of_shares
12098,-0.12,-0.0453,-3542000.0,688334400.0,-0.0489,118304000.0,-0.1231,-0.0803,-0.038,-0.0305,-145212000.0,2.3506,0.0683,-0.103,0.2178,-1005000000.0,-0.1173,0.0769,-0.0295,-136675000.0
15197,1.53,0.0962,0.0,65568050.0,0.1685,43171000.0,1.7802,0.1864,-0.0364,0.1685,-861635000.0,1.359,3.3733,-0.1184,1.0165,-46666000.0,-0.0428,0.4037,-0.4142,-91198000.0
1402,1.49,0.0754,0.0,1858647.0,0.1118,1041000.0,1.4875,0.1336,-0.0004,0.0846,-4669000.0,0.2235,4.4388,0.0701,0.4048,22872000.0,0.043,0.4057,1.0391,-10000.0
12832,0.74,0.033,0.0,46259816.0,0.2457,-5236000.0,0.738,-0.6089,0.6672,0.1756,-7195000.0,2.5403,0.2729,0.0061,0.442,-526972000.0,0.2042,1.0187,0.18,1978000.0
3254,3.44,0.0942,-24000000.0,285388930.0,-0.212,-319396000.0,3.5495,-0.0638,-0.0624,-0.2962,-1363003000.0,-0.1314,7.2287,-0.0475,-0.1231,9313000000.0,-0.1919,-0.0753,-0.0741,-570775000.0
3771,-0.77,-0.1136,0.0,4215258.0,0.0567,-1771725.0,-0.7709,-0.0539,0.0046,0.0977,6676729.0,-1.6099,-1.1814,0.0664,-1.8908,35636040.0,0.0539,-2.3448,0.0002,96017.0
2159,0.22,0.0192,0.0,1048926.0,-0.4304,-8204416.0,0.2219,-0.0541,0.0446,0.1966,2864797.0,-1.6099,-3.4117,-0.0192,0.1832,-2087304.0,-0.1426,-0.9854,0.0,14623.0
8580,-1.46,-0.351,-429167.0,87126180.0,-0.0904,-65254856.0,-1.4585,-0.6089,0.1133,-0.0904,-2461040.0,-0.695,-0.9183,-0.2409,-0.4261,-905329340.0,0.1676,-0.292,0.1583,2683618.0
17062,0.71,0.0226,5228000.0,179242690.0,0.0117,277860000.0,0.7097,0.0104,-0.0447,0.0387,-404546000.0,-1.6099,-3.4117,0.0749,-0.2538,1730893000.0,-0.0181,-0.4662,0.0278,-284849000.0
1627,1.81,0.0995,0.0,31687340.0,-0.0948,-84188000.0,2.2626,0.0101,0.0286,-0.0832,-77564000.0,0.5673,3.0761,-0.0006,-0.265,316651000.0,0.0093,-0.1381,0.0,-9391000.0
7012,1.73,0.0676,0.0,8636842.0,0.1733,28034000.0,1.7325,0.0318,0.1034,0.1733,26136000.0,0.1605,2.219,0.1494,0.1737,111565000.0,0.1822,0.0679,0.0,-2717000.0
1273,2.21,0.0375,0.0,71550184.0,0.0546,59207000.0,2.214,0.1194,0.0067,0.1072,-135516000.0,0.2322,4.9375,0.1042,0.0085,688337000.0,0.1044,0.1946,0.2042,-14067000.0
10199,0.52,0.034,0.0,58078784.0,0.3966,-3967000.0,0.5239,0.1508,0.4989,0.3966,216244000.0,0.6006,1.1499,0.3746,0.4699,-159693000.0,0.2145,1.0,1.1213,157286000.0
3842,1.5,0.035,-1275000.0,52273200.0,0.2106,-7013000.0,1.5001,0.1028,0.0102,0.1963,643265000.0,0.4004,2.9951,0.4713,0.1004,227405000.0,0.3558,0.0638,0.3506,4011000.0
515,1.89,0.1108,0.0,442807100.0,0.0543,135300000.0,1.8856,0.3467,-0.0344,0.0119,-357200000.0,0.1069,1.8178,-0.0254,1.3583,-838800000.0,-0.0524,2.5882,-0.0895,-402300000.0
11851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,-0.75,-0.0724,0.0,89444136.0,-0.1635,86283000.0,-0.3584,-0.2619,0.1659,-0.154,182209000.0,-0.2347,1.2704,0.0348,-0.3439,-1005000000.0,0.1695,0.25,-0.4189,85382000.0
1674,2.04,0.0498,-1004000.0,19398744.0,0.1045,3169000.0,2.0415,0.064,-0.0074,0.1062,283519000.0,-0.0205,4.0371,0.5841,0.0725,285937000.0,0.1088,0.0251,0.2691,-26492000.0
10295,0.6,0.0275,0.0,37477628.0,0.5168,5960000.0,0.6011,0.2618,0.6672,0.4863,553694000.0,0.8804,3.1668,0.7216,0.8251,-8719000.0,0.3236,-0.25,0.0,157286000.0
4214,0.99,0.1068,0.0,23222134.0,-0.2574,6530000.0,1.0058,0.0,0.0,-0.2179,-36376000.0,-0.4608,3.3118,0.2558,-0.3468,0.0,-0.1919,0.0,1.1213,148359000.0
7481,5.13,0.0263,-8300000.0,43542240.0,0.1699,204300000.0,5.1531,0.1608,0.007,0.1309,-3900000.0,0.2394,6.703,0.1111,0.2581,1093000000.0,0.1126,0.2604,0.1026,11600000.0
248,0.88,0.0222,1000000.0,289930020.0,0.0832,-319396000.0,0.8816,-0.6089,-0.041,0.0445,-1363003000.0,-0.1447,4.5296,-0.2409,2.1234,-1005000000.0,-0.0443,1.1296,-0.0519,-570775000.0
14566,0.27,0.0434,0.0,42039452.0,0.2219,-28929000.0,0.2671,-0.1002,0.2246,0.3309,162696000.0,0.9647,0.4398,1.0319,-0.2014,8727000.0,0.7181,-0.129,1.1213,807000.0
1783,2.4,0.1254,57000.0,3204735.0,0.001,19054000.0,2.395,-0.0829,0.0231,0.1227,7182000.0,-1.6099,-3.4117,-0.2409,-1.8839,-435552000.0,0.0846,2.7971,-0.1431,-756000.0
11517,0.75,0.0382,0.0,10931431.0,0.048,-74359000.0,0.7492,-0.0775,-0.0624,0.048,44654000.0,0.0331,1.4551,0.0589,-0.1027,48981000.0,0.1205,0.1194,0.0,-40514000.0
8549,-5.23,-0.5957,0.0,82424000.0,0.0,9564000.0,-5.5868,-0.6089,0.6672,0.0,300476000.0,-1.6099,-3.4117,1.0319,-2.0454,-103512000.0,0.7181,-1.4176,0.0,111000.0
161,1.83,0.1254,0.0,361589980.0,0.074,55187000.0,1.8338,0.126,0.0084,0.0542,-171550000.0,0.339,1.4902,0.0104,0.066,1647275000.0,0.1136,0.8673,0.0021,-163419000.0
14827,2.05,0.0524,0.0,43427170.0,-0.0611,-12964000.0,2.0483,0.0404,-0.0129,-0.0125,-28089000.0,-0.4039,3.0372,0.0461,-0.4264,467296000.0,0.0061,0.0622,0.1269,-43281000.0
16927,-0.2,-0.0092,6000000.0,97906080.0,0.26,29000000.0,-0.2018,-0.0139,0.1234,0.161,125000000.0,0.3293,2.4445,0.2636,1.0,-112000000.0,0.1778,0.0909,0.4663,157286000.0
16367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14613,0.96,0.0411,6700000.0,139445500.0,0.0058,67300000.0,0.9561,1.048,0.0079,-0.0073,-51700000.0,-0.1594,-3.103,0.0403,0.0803,189100000.0,-0.0329,0.8462,0.0245,4800000.0
451,-1.86,-0.0179,-10200000.0,203976300.0,-0.0017,18400000.0,-1.8634,-0.0471,0.0079,0.0166,-1302200000.0,0.1043,8.5867,-0.0725,-0.9577,9313000000.0,0.0884,-1.2071,-0.1738,107900000.0
472,1.57,0.0164,6700000.0,114398290.0,0.1821,-34843000.0,1.5169,0.315,0.1281,0.0074,-281467000.0,0.2099,4.3141,0.1869,0.4849,73516000.0,0.0142,1.1507,0.1279,-154792000.0
9390,-1.39,-0.2152,655000.0,85309740.0,0.1185,-159309000.0,-1.3896,-0.1934,0.0478,0.2435,13898000.0,-1.6099,-0.4836,0.7236,-2.0454,-416389000.0,0.5249,-2.3448,0.2894,-5219000.0
10072,-5.23,-0.59,9000.0,862348.0,0.1294,-1286000.0,-5.5868,1.048,0.6672,0.8047,1813715.0,-1.6099,-3.4117,-0.2409,0.6719,-46651000.0,0.7181,0.2738,-0.453,0.0
10862,3.96,0.0894,0.0,232119100.0,0.0396,-12500000.0,4.0126,0.0856,-0.0465,0.0294,-418600000.0,-0.132,4.832,0.0228,0.0881,8744000000.0,0.0278,0.1282,0.0231,-396700000.0
716,-1.11,-0.1885,-2792000.0,165743650.0,-0.4304,-58336000.0,-1.1117,-0.0812,0.1111,0.1928,25443000.0,-0.5279,0.1811,0.1851,-2.0454,-321079000.0,0.2249,-2.3448,0.0411,2557000.0
2006,1.71,0.1254,0.0,50477308.0,-0.2627,-9971807.0,1.8556,0.0346,0.1826,0.0416,-185719070.0,0.3673,0.6141,-0.0058,-0.6783,-152483330.0,0.0412,2.7971,-0.453,6800000.0
15891,3.01,0.0444,220000.0,47186690.0,0.5666,24468000.0,3.0494,0.046,-0.0272,0.6353,-197506000.0,1.2751,4.6699,-0.0384,0.851,494457000.0,0.5927,0.75,0.042,-91433000.0
15237,1.29,0.0493,0.0,18782252.0,0.0574,-3782000.0,1.3457,-0.0442,0.0701,0.0755,-24767000.0,0.4824,2.476,0.0125,0.0173,3257000.0,0.0548,-0.0786,0.0238,10104000.0
13415,-5.2,-0.5957,0.0,1646836.0,-0.1118,-14150000.0,-0.5959,1.048,-0.0028,-0.0889,-17030000.0,2.5092,3.1125,-0.1083,0.137,-106277000.0,-0.1919,0.4144,0.1926,-186000.0
2258,4.48,0.1254,-2000000.0,674897000.0,-0.1001,419284000.0,4.4794,0.1266,-0.0355,-0.0446,-1363003000.0,0.0412,8.0691,0.0102,-0.4013,9313000000.0,-0.0076,0.7992,-0.1898,-570775000.0
1206,-1.02,-0.0555,0.0,72027110.0,1.1081,131700000.0,-1.0198,0.2965,0.435,0.5145,-73500000.0,2.5403,4.3895,-0.0027,2.1234,-538900000.0,-0.0783,-1.2179,1.1213,-1500000.0
5575,-3.25,-0.5957,0.0,50736410.0,0.0409,757000.0,-3.2327,-0.3695,0.0174,-0.0446,-28601000.0,-1.6099,-0.201,-0.2409,-1.4555,-288131000.0,-0.1439,-1.3723,0.661,938000.0
9085,-0.9,-0.2769,0.0,54705160.0,0.0,-1798000.0,-0.9287,-0.4706,0.0391,0.0,0.0,0.0693,-0.632,-0.2409,0.2908,-154904000.0,-0.105,0.4706,0.6294,0.0
5356,-0.62,-0.0207,-24000000.0,688334400.0,0.0368,-138000000.0,-0.606,-0.2383,0.0067,0.0017,-1363003000.0,-0.2821,1.9676,-0.2409,-0.103,9313000000.0,0.0583,-1.4106,0.0678,-570775000.0
6094,5.9,0.1254,482895.16,13858610.0,0.3459,20064130.0,7.7254,0.0542,-0.0624,0.1679,-72703000.0,0.1427,14.3718,0.6237,0.2901,17051020.0,0.2937,2.7971,-0.2143,0.0
7937,4.58,0.0679,-24000000.0,688334400.0,0.0048,-319396000.0,4.5819,-0.0033,-0.0071,-0.0073,-1363003000.0,-0.0354,8.5912,-0.0192,-0.1121,9313000000.0,0.0388,-0.0966,-0.1703,-570775000.0
1520,1.515,0.0427,0.0,487932160.0,0.0721,-105000000.0,1.5165,-0.0299,-0.0526,0.0523,-1126000000.0,0.2714,2.6287,-0.0215,0.1404,7352000000.0,-0.002,0.2267,0.0626,-570775000.0
1379,0.93,0.0361,-2734000.0,9981808.0,-0.0142,15099000.0,0.9472,-0.008,0.0121,-0.0025,-3498000.0,0.1072,3.4487,0.001,-0.3478,117573000.0,-0.0241,-0.5303,0.0079,33000.0
15210,0.5,0.0122,0.0,136426510.0,0.0316,17815000.0,0.5109,-0.0326,0.0458,0.0128,676910000.0,0.0412,2.3581,0.1758,-0.1768,-837644000.0,0.3954,-0.3421,0.088,0.0
2003,1.15,0.0528,0.0,16951770.0,0.0243,-14690000.0,1.1673,0.0705,-0.0624,0.018,-35385000.0,-0.3675,2.4875,-0.0936,-0.0056,326738000.0,0.0288,-0.1016,0.4173,-29539000.0
13204,1.05,0.0475,0.0,7228277.0,0.7046,132000.0,1.0532,0.0529,0.0045,0.3122,6953000.0,-0.8685,0.1529,0.0851,2.0675,135529000.0,0.0752,2.4189,0.2857,553000.0
2390,0.29,0.0506,-26000.0,54197628.0,0.042,-5900000.0,0.2937,0.4221,-0.0157,0.0733,-6593000.0,-0.0842,0.317,0.287,-0.0235,-216364000.0,0.0668,2.7971,1.1213,-5928000.0
5843,-2.77,-0.4383,0.0,5180481.0,-0.1586,3874363.0,-2.7737,0.7867,0.6672,0.1482,10680085.0,-1.4227,-1.7711,0.2437,-1.6379,-36946656.0,0.2466,0.2175,0.1031,11223285.0
7123,-1.8,-0.3,0.0,5203491.0,1.1081,512857.0,-1.8056,-0.4349,0.6672,0.8047,15997256.0,-1.3488,-2.9076,1.0319,-0.6439,-18686864.0,0.0,-0.3846,1.1213,8548194.0
16215,0.96,0.042,0.0,21331968.0,0.059,-28456000.0,0.9598,0.0598,0.0041,0.059,210515000.0,0.6287,1.8098,0.0943,0.157,-54054000.0,0.0655,-0.0943,0.0,72000.0
12824,2.3,0.0256,0.0,46568550.0,0.3506,30795000.0,2.2989,0.1886,0.0024,0.1733,-69485000.0,0.4198,2.454,0.1587,0.7461,227928000.0,0.1025,0.7557,0.1683,365000.0
5833,2.6,0.1254,0.0,4258053.0,-0.3154,-1501000.0,2.7202,0.4298,0.0166,0.8047,-9887000.0,-1.6099,-2.7404,0.0843,-0.5367,-146022000.0,0.599,2.7971,1.1213,-2323000.0
9823,3.78,0.0513,-182000.0,61459916.0,-0.0211,14623000.0,3.7962,-0.1707,-0.0063,-0.0161,-298368000.0,0.6058,6.5854,-0.0168,-0.0094,1040148000.0,-0.0258,0.008,-0.0273,-372304000.0
12720,-1.34,-0.5154,0.0,1839877.0,-0.4304,312525.0,-1.3437,-0.3336,0.0003,-0.2962,0.0,0.5202,-0.5184,-0.2409,-0.5945,606370.0,-0.0917,-0.3535,-0.453,0.0
523,0.8354,0.0492,6700000.0,688334400.0,0.0548,419284000.0,0.5649,0.0577,-0.0624,0.0771,837972000.0,0.4554,1.176,0.2732,0.0255,465265120.0,0.0414,0.1909,0.164,-167680380.0
15376,0.2,0.0331,2112000.0,35224550.0,0.1689,2046000.0,0.1968,0.1103,-0.0095,0.1362,-27000.0,-0.3304,0.1082,0.0467,2.1234,-1005000000.0,-0.0754,2.7971,-0.0774,-27000.0
235,1.61,0.0571,6700000.0,688334400.0,-0.0436,-319396000.0,1.6095,0.0673,-0.0172,-0.0278,-1064500000.0,-0.2707,1.6372,0.0362,-0.1344,4346800000.0,0.0088,-0.1615,0.0317,-570775000.0
12182,-0.02,-0.0005,-262000.0,78457416.0,0.3148,101419000.0,-0.0222,0.126,0.0335,0.3026,29522000.0,1.2123,1.6441,0.1718,0.9053,-70221000.0,0.2554,0.9545,0.3027,29522000.0
6319,0.0,0.0,113000.0,0.0,-0.0813,-16047000.0,0.0,0.0,0.0,0.0,-173000.0,-0.6122,0.0,0.265,0.0989,-23640192.0,0.0,0.0,-0.2078,-828000.0
11994,1.03,0.0464,0.0,322737760.0,0.0313,-9200000.0,1.0301,0.0457,0.0129,-0.0342,790500000.0,-0.4486,2.4963,0.0686,0.0828,-972200000.0,0.0138,0.1444,0.2517,13700000.0
2778,1.6625,0.0778,6700000.0,4115348.0,-0.0176,357123800.0,7.7254,0.0019,-0.0473,-0.0185,-345600000.0,-0.0018,14.3718,0.0011,0.3797,230114290.0,0.0208,0.3498,-0.3211,495238.1
1949,1.74,0.0242,0.0,362363200.0,0.1098,-13454000.0,1.7479,-0.032,0.0194,0.0951,-692861000.0,0.5238,3.666,0.0051,0.7766,1950639000.0,-0.1849,-0.6628,0.0,84188000.0
6362,-0.1663,-0.0961,0.0,25252290.0,-0.4304,22700650.0,-0.2958,-0.2433,-0.0624,-0.2962,-36495300.0,0.5534,3.053,-0.2409,-0.793,-92168470.0,-0.1919,-2.3448,-0.453,-6129429.0
3755,2.48,0.087,0.0,4315518.0,-0.0139,6404000.0,2.4827,0.0861,0.0102,-0.0139,61260000.0,0.0044,3.4863,0.0705,-0.0319,42223000.0,0.0061,0.3262,0.0,0.0
2748,2.99,0.0713,0.0,35840360.0,1.1081,29733000.0,2.9897,1.048,0.1188,0.8047,204443000.0,2.5403,3.1306,1.0319,2.1234,-83016000.0,0.3533,2.2204,1.1213,157286000.0
11686,-1.19,-0.0276,0.0,2015599.0,0.1463,37887000.0,-1.1909,0.1499,0.0105,0.1463,-42106000.0,2.4216,14.3718,-0.2227,-0.8187,-200439000.0,0.1572,-0.9833,0.613,-20000.0
15931,0.32,0.02,0.0,281445900.0,0.0408,36979000.0,0.3206,0.0337,-0.0155,0.0408,683095000.0,0.28,0.3921,0.0609,0.0897,760070000.0,0.0182,0.1429,0.0,-56533000.0
3400,-2.2,-0.192,0.0,16985556.0,0.0,47717000.0,-2.1984,0.2461,0.1575,0.0,45496000.0,-1.1553,-1.3992,0.4179,-0.4706,-75718000.0,0.293,-0.2717,0.0,45611000.0
2225,3.5182,0.0556,6700000.0,4825905.0,-0.0144,-117176680.0,7.7254,-0.0287,-0.0086,0.0069,-444427070.0,-0.096,14.3718,0.0823,-0.0624,380388640.0,-0.0158,-0.0459,0.6454,2568684.5
3349,0.06,0.0117,-410000.0,19259298.0,0.0586,-3666000.0,0.0639,0.1123,0.0143,-0.002,-9939000.0,0.0463,0.6022,-0.0469,2.1234,-107773000.0,-0.0148,1.2857,-0.0129,350000.0
15250,0.92,0.0252,0.0,5000535.0,0.4335,5379000.0,0.9253,0.0437,-0.0181,0.4224,15914000.0,0.2996,1.8756,0.1136,1.1955,2806000.0,0.1609,2.7971,0.0,-1474000.0
16213,3.49,0.0522,0.0,15618029.0,0.077,-5631000.0,3.5239,0.098,0.0344,0.077,89931000.0,0.1915,5.0508,0.0371,0.1753,444481000.0,0.0036,0.0087,0.0,29140000.0
5572,5.9,0.0365,-24000000.0,100805190.0,0.0299,168081000.0,6.9181,0.1065,0.007,0.0093,837972000.0,0.1052,9.2314,0.2105,0.0285,4110530000.0,0.0311,0.0696,0.0039,21201000.0
4524,1.57,0.0375,6700000.0,301446800.0,0.0363,-17348000.0,1.5839,0.047,0.0,-0.0238,-907450000.0,-0.0509,2.9302,-0.0006,-0.0581,7870981000.0,0.1153,-0.0925,0.0314,85034000.0
5794,4.74,0.0537,0.0,42685496.0,0.0872,98915000.0,4.7414,0.1327,0.0013,0.0505,-154350000.0,1.4451,10.1807,0.0254,0.088,1229650000.0,0.0811,0.182,-0.0166,1616000.0
5739,-0.38,-0.0316,0.0,18629184.0,-0.0014,-1077000.0,-0.3767,0.1536,0.0209,0.1975,91351000.0,-0.0459,0.7889,0.4809,-2.0454,5135000.0,0.5078,-2.3448,0.5994,34314000.0
4729,-2.37,-0.2237,0.0,3852000.0,1.1081,0.0,0.0,0.0,0.0,0.8047,-19000000.0,2.5403,0.0,-0.2409,-0.362,10243000.0,0.0,-0.3941,-0.453,138550.0
7819,-1.05,-0.5957,0.0,6554736.0,-0.4304,-223000.0,-1.0475,-0.4837,0.0387,-0.281,1216000.0,-1.4941,-0.1235,-0.236,-2.0454,-12198000.0,-0.1162,-2.3448,0.0029,0.0
8861,-1.12,-0.5957,-184000.0,12047452.0,0.0,-371000.0,-1.1175,-0.4987,0.0703,0.0,5726000.0,-0.2527,-0.9723,-0.2409,-0.1101,-235127000.0,-0.1919,-0.1429,0.0,5726000.0
4306,-2.67,-0.5957,-42000.0,4916864.0,-0.0476,-22000.0,-2.6132,-0.6089,0.0494,-0.0404,1498000.0,-1.6099,-0.137,-0.2409,-2.0454,-207419000.0,-0.0384,-1.2821,-0.2412,1094000.0
15279,-5.23,-0.5957,799539.2,2647122.0,0.0,107510080.0,-5.5868,-0.6089,0.1135,0.0,-149695570.0,2.5403,14.3718,1.0319,-0.6329,-123953340.0,0.6329,-0.9248,0.4979,0.0
2438,2.88,0.0812,0.0,24676638.0,0.7381,937000.0,2.9787,-0.5466,0.0061,-0.0729,-52485000.0,1.3267,3.5201,0.0994,1.0357,0.0,0.4106,0.4769,-0.0342,0.0
14091,1.12,0.0246,0.0,87364030.0,0.2487,109967000.0,0.3417,1.048,0.0794,0.2171,594737000.0,-1.0756,-0.1867,0.7633,0.2831,7619000.0,0.2331,2.7971,0.3658,123123000.0
11991,-0.22,-0.0116,0.0,87469500.0,-0.304,-37000000.0,-0.2142,0.0553,0.1254,0.0733,-77000000.0,0.3916,2.0659,-0.0201,-0.8652,-94270000.0,0.2957,0.5217,-0.185,157286000.0
3168,1.32,0.0494,0.0,176633860.0,0.0358,-920000.0,1.3187,0.074,0.0041,0.0236,-72207000.0,-0.011,2.0569,0.0703,0.0421,849952000.0,0.0,0.0476,0.0242,-8460000.0
509,1.6,0.0497,-24000000.0,140668450.0,0.0832,-39329000.0,1.6012,-0.1175,0.0047,-0.0182,-140491000.0,-0.7306,1.1549,-0.0444,0.2244,3422157000.0,-0.1919,0.1679,-0.2289,-42764000.0
2222,0.49,0.0775,-292000.0,106685380.0,1.1081,14463000.0,0.3422,-0.2464,0.6672,0.8047,-49293000.0,2.5403,2.1785,0.0031,2.1234,18653000.0,0.2518,1.9608,-0.1009,-15800000.0
13756,1.51,0.0,0.0,14000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,-21000000.0,0.0,0.0,0.0,0.0,184000000.0,0.0,0.0,0.0,-7000000.0
15924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14031,3.08,0.0448,6700000.0,151800770.0,0.0718,71500000.0,3.0849,0.1087,-0.0071,0.0599,-250100000.0,-0.0772,3.9184,0.0747,0.1072,1174200000.0,0.0541,0.1493,0.0084,-186300000.0
7017,1.36,0.0649,0.0,4710414.0,0.0519,-10234000.0,1.3466,-0.1479,0.0047,0.0519,51863000.0,0.1753,2.6531,0.0558,-0.0282,53495000.0,0.0593,0.0074,0.0,-1827000.0
13390,1.39,0.0153,3555000.0,63369730.0,0.2141,43552000.0,1.3922,0.242,0.0276,0.2471,507009000.0,0.3771,3.5301,0.5331,0.0796,161182000.0,0.193,0.2411,0.4281,7236000.0
16002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12643,0.03,0.0171,0.0,10134235.0,-0.1868,-1602860.0,0.029,0.0069,0.0052,-0.1159,-873921.0,0.2451,0.3491,-0.0275,-0.8665,47435510.0,-0.0492,-0.8,-0.0018,0.0
1863,2.54,0.0275,0.0,53520740.0,0.2427,-5848000.0,2.5397,0.1715,0.0507,0.2603,-45058000.0,0.6419,5.0103,0.1321,2.1234,319789000.0,0.073,2.7971,-0.0233,37368000.0
4946,2.95,0.0,0.0,431241630.0,0.0222,-28000000.0,0.0,0.0,0.0,-0.0257,-1089000000.0,-0.0769,0.0,0.0951,0.0481,1150000000.0,0.0,0.0,0.0437,-570775000.0
15653,0.38,0.1016,0.0,2000000.0,0.0485,199300.0,0.3541,0.0302,0.0,0.0485,-552206.0,0.0612,0.3541,0.243,0.0612,0.0,0.0027,0.0857,0.0,0.0
12239,-3.55,-0.2383,0.0,67923400.0,1.1081,18018000.0,-3.5474,-0.3962,0.6672,0.8047,150185000.0,-0.9228,-0.7886,0.1815,-2.0454,146617000.0,0.7181,-1.2702,0.9938,1259000.0
6047,0.24,0.0588,0.0,66486652.0,1.1081,-28211000.0,0.3286,-0.2464,0.0809,0.0148,-218685000.0,-1.0705,-0.0397,-0.1668,0.18,-1005000000.0,-0.1919,-0.4667,1.1213,0.0
9229,2.1422,0.0737,6700000.0,41285196.0,-0.0228,-319396000.0,7.7254,0.3478,-0.0558,-0.0358,-572180500.0,-0.0848,14.3718,0.0546,-0.9951,8058710500.0,0.0864,-0.3194,-0.0191,0.0
5586,-0.65,-0.052,-5300000.0,67304180.0,-0.036,-14000000.0,-0.5765,0.0,0.0,-0.0263,27800000.0,-0.0213,0.5468,-0.0415,-0.0789,-99400000.0,-0.0217,-1.3214,0.1151,157286000.0
5591,3.97,0.0739,-6293000.0,57688904.0,0.1497,-23786000.0,3.9665,0.0416,0.0258,0.2205,580156000.0,-0.0302,8.401,0.1979,-0.0885,1544676000.0,0.3089,-0.1571,0.0705,3568000.0
1229,1.44,0.0537,0.0,126406720.0,0.0961,62128000.0,1.4429,-0.0021,-0.0033,0.0548,-129246000.0,-0.007,2.7549,-0.0141,0.1131,1313521000.0,0.0636,-0.0035,-0.067,-36123000.0
1007,4.47,0.1254,-24000000.0,208272720.0,0.0538,194100000.0,4.4703,0.1492,-0.0106,0.0745,-383400000.0,-0.0456,5.4107,0.0314,0.11,5336000000.0,0.0518,1.1388,-0.0153,-150000000.0
13345,-5.23,-0.0424,0.0,45830944.0,1.1081,419284000.0,-5.5868,0.5991,0.1677,0.8047,837972000.0,-0.4793,-3.4117,0.6998,-0.2614,-913808000.0,0.4366,-0.0905,0.0,157286000.0
13337,0.0,0.0,1000000.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,-74000000.0,0.0,0.0,0.0,0.0,-372000000.0,0.0,0.0,0.0,0.0
14747,-1.31,-0.0533,1354000.0,14769342.0,0.5354,2564000.0,-1.3141,-0.0735,0.0156,0.2158,647000.0,-0.6292,0.4703,0.0648,-1.3246,60074000.0,0.1802,-1.8478,0.5009,-41000.0
8246,1.5,0.0696,0.0,27059730.0,0.0221,-80659000.0,1.5129,0.0614,0.0,-0.0203,-68904000.0,-0.3642,10.633,0.2053,0.0198,0.0,0.0568,0.0204,1.1213,0.0
1786,0.97,0.0241,0.0,46897216.0,0.2358,44918000.0,0.9735,0.3064,0.0947,0.1099,-1874000.0,-0.4091,1.9831,0.323,-0.3512,787356000.0,0.2376,-0.4425,-0.1893,-16557000.0
16241,1.97,0.0478,0.0,49320224.0,0.071,-24771000.0,1.8692,0.049,0.1714,0.071,-301474000.0,0.2306,4.0868,0.1299,0.1573,397354000.0,0.0609,-0.0963,0.0,173000.0
6556,0.06,0.0054,0.0,92977840.0,0.0494,205102000.0,0.0614,1.048,0.0098,0.0494,709992000.0,-0.2117,0.2235,0.2072,-0.6973,342148000.0,0.0527,-0.4545,0.0,157286000.0
15377,1.95,0.0349,226000.0,16016566.0,0.0585,-68468000.0,1.9512,0.0168,0.0004,0.0529,-42101000.0,0.3051,9.0299,0.0062,0.258,552948000.0,0.1392,1.6,-0.0416,-11825000.0
12147,0.69,0.0182,0.0,153917260.0,0.1024,-52100000.0,0.695,0.0452,0.0233,0.1024,-147600000.0,0.3122,4.9423,0.0157,0.224,65700000.0,0.0825,1.2258,0.093,0.0
160,0.42,0.0513,-73177.0,1809374.0,-0.1568,-1667406.0,0.4004,0.0498,0.0037,-0.1592,-133257.0,-1.1553,-0.2165,-0.0272,-0.9363,-7434595.0,-0.0975,0.0,0.3887,0.0
1590,-0.477,-0.0398,-24000000.0,551847800.0,-0.1398,-319396000.0,-0.4711,-0.2564,0.13,-0.0643,-1320226000.0,-0.0548,2.4127,-0.0949,-0.25,536190000.0,-0.1037,0.1719,-0.1873,157286000.0
15373,-0.76,-0.0495,11000.0,19983344.0,-0.0413,-18646000.0,-0.7573,-0.0812,-0.0183,-0.0467,-25001000.0,-0.5868,0.7677,-0.1033,-0.5167,191796000.0,0.0389,-2.1176,0.2559,-9767000.0
5566,-5.23,-0.4211,-616000.0,26830372.0,-0.2112,-2917000.0,-5.5868,-0.311,0.0066,-0.2444,-118751000.0,0.0239,5.3546,-0.2409,-2.0454,520066000.0,-0.0902,-2.3448,-0.4112,-1347000.0
