,EPS,Earnings_Yield,Effect_of_forex_changes_on_cash,Weighted_Average_Shs_Out,Gross_Profit_Growth,Net_cash_flow_/_Change_in_cash,Net_Income_per_Share,Book_Value_per_Share_Growth,Weighted_Average_Shares_Growth,Revenue_Growth,Financing_Cash_Flow,Operating_Cash_Flow_growth,Operating_Cash_Flow_per_Share,Asset_Growth,Operating_Income_Growth,Retained_earnings_(deficit),SG&A_Expenses_Growth,EPS_Growth,Receivables_growth,Issuance_(buybacks)_of_shares
14333,1.07,0.0611,0.0,9715128.0,0.3026,-6096000.0,1.0663,0.1009,-0.0061,0.2359,-7357000.0,1.014,0.4151,0.0025,2.1234,39186000.0,0.0933,0.4267,-0.1882,-741000.0
6759,2.13,0.0732,0.0,50130536.0,0.1693,-40101000.0,2.1283,0.0104,0.1275,0.1693,91291000.0,0.3118,-2.6776,0.1093,0.1684,58923000.0,0.2055,-0.0779,-0.453,132049000.0
3340,2.36,0.054,-17000000.0,153000000.0,0.0041,139000000.0,2.3632,-0.0328,-0.0496,0.0149,-326000000.0,0.3333,4.3786,0.0116,-0.0545,656000000.0,0.0172,0.0216,-0.1367,-551000000.0
2309,-0.95,-0.1036,19000.0,67987750.0,-0.1993,296811000.0,-0.4747,0.0252,-0.0431,0.1751,-457939000.0,-1.2376,-0.355,0.0599,-2.0454,-1005000000.0,-0.0682,-1.609,0.1315,-8304000.0
10745,-0.86,-0.3116,0.0,29912230.0,-0.4304,1744000.0,-0.8317,-0.1499,0.0065,-0.2962,-33717000.0,-0.0927,1.4727,-0.1553,0.8055,0.0,-0.1919,0.7296,0.165,0.0
621,-5.0,-0.0327,-802000.0,6698837.0,0.0631,-68354000.0,-4.9702,0.1388,0.0418,0.1159,2061000.0,-1.6099,-3.4117,-0.0312,-1.8111,-248500000.0,0.1774,-0.9231,0.0526,4389000.0
1657,1.25,0.0461,2950000.0,178407000.0,0.0976,3900000.0,1.2644,-0.0324,-0.0288,0.1061,-23574000.0,-0.0074,1.3523,0.1639,0.1042,252865000.0,0.0988,0.0898,0.1727,-165127000.0
2629,5.9,0.0766,6700000.0,354894460.0,-0.0239,419284000.0,7.7254,-0.0177,-0.0624,-0.0239,-1363003000.0,-1.6099,-3.4117,-0.0326,-0.1168,8556444700.0,0.0131,-0.0995,0.0,-208888900.0
843,2.28,0.0394,0.0,68264510.0,0.2164,203884000.0,2.2816,0.1119,-0.016,0.257,481129000.0,0.191,7.4191,0.2459,-0.0881,1625481000.0,0.2496,-0.62,-0.0337,-1111000.0
1827,0.31,0.0268,0.0,60297040.0,0.1028,6608000.0,0.3018,-0.0613,0.133,0.1371,98525000.0,-0.0086,1.817,0.1249,0.7183,3767000.0,0.1251,2.7971,0.1489,110307000.0
13291,-2.77,-0.0765,1870000.0,39263350.0,-0.4304,68125000.0,-2.7707,1.048,0.3569,-0.2962,245287000.0,-0.084,-2.0201,1.0074,-2.0454,-1005000000.0,0.1021,-1.9785,1.1213,157286000.0
2000,0.79,0.026,0.0,54527984.0,0.3616,57485000.0,1.013,0.6566,0.2356,0.3616,798620000.0,0.3742,1.8411,0.7594,0.3029,-110841000.0,0.4501,0.1449,0.0,157286000.0
9861,2.71,0.0479,-4554000.0,64891844.0,0.0965,-8473000.0,2.7098,0.2391,-0.0129,0.1446,-96842000.0,-0.127,2.735,0.0608,0.0766,323571000.0,0.1269,0.1435,0.1257,-33335000.0
3882,0.89,0.0179,0.0,74589656.0,0.1035,-107635000.0,0.8901,-0.6089,-0.0624,0.0869,-193464000.0,0.0449,4.08,0.0013,0.3329,-1005000000.0,0.0928,2.7971,0.3935,-1419000.0
15955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4216,-0.2557,-0.1866,1028963.2,3837762.5,-0.4304,-1484363.0,-5.5868,-0.6089,-0.0458,-0.2962,1905561.5,0.6582,-3.4117,0.3138,0.8753,-158214450.0,-0.1919,0.0845,1.1213,0.0
16543,0.17,0.0124,-85475.0,10000000.0,1.1081,3305356.0,0.1714,1.048,0.0,0.8047,-171423.0,2.5403,0.2679,1.0319,1.9695,2051252.0,0.601,1.4286,-0.453,0.0
10132,0.67,0.0611,-1900000.0,26916914.0,-0.0904,-23300000.0,0.6731,-0.1477,-0.019,-0.0988,-29500000.0,-0.6098,0.779,-0.1014,-0.1586,308100000.0,0.0684,0.1167,-0.0706,-7300000.0
7225,1.01,0.0296,-10000000.0,672845600.0,-0.0126,-319396000.0,1.0182,-0.2899,0.025,-0.0233,68000000.0,-0.2316,3.9041,-0.1914,-0.0126,2953000000.0,0.0,-0.6174,-0.1021,157286000.0
1724,5.9,0.0368,0.0,1517007.0,0.385,5371000.0,7.7254,0.0002,0.0476,0.3754,233985000.0,0.1065,14.3718,0.4344,-0.159,133183000.0,0.4063,-0.3228,0.6204,2740000.0
5748,3.32,0.0557,0.0,18701530.0,0.0177,60324000.0,3.322,0.275,-0.0369,0.0122,-23762000.0,1.0264,6.0192,0.2418,0.6782,239098000.0,0.0583,0.6683,0.4421,-2630000.0
6105,-5.23,-0.5957,-513242.47,2133010.5,-0.4304,-5606325.5,-5.5868,0.0,0.0,-0.2962,-29171252.0,1.059,14.3718,0.0,-2.0454,-70034970.0,-0.1363,0.0,0.0,0.0
15688,3.53,0.0653,0.0,688334400.0,0.0344,419284000.0,3.7078,0.0622,-0.0239,0.0344,837972000.0,0.2129,3.8593,0.036,-0.0725,9313000000.0,0.0807,0.0862,0.0,-570775000.0
8816,0.77,0.0256,-100000.0,13045714.0,0.1347,-30601000.0,0.7682,0.1657,-0.0024,0.153,-199000.0,0.6754,1.9361,0.3463,-0.1168,98146000.0,0.2076,-0.163,-0.0814,494000.0
2408,0.14,0.0273,-4854000.0,57863616.0,0.3094,11421000.0,0.1397,0.3744,0.0088,0.2671,124716000.0,0.8127,3.9878,0.2277,0.1956,40596000.0,0.1299,-0.7308,-0.3952,90474000.0
9847,1.8891,0.1254,4244780.5,5658508.5,0.0012,21608352.0,7.7254,-0.0339,-0.0339,-0.0715,-223772200.0,-0.0551,14.3718,1e-04,-0.0226,771495600.0,-0.0638,0.3918,-1e-04,952840.4
3466,2.94,0.0361,-13063000.0,18288124.0,0.2451,45491000.0,2.9384,0.0306,0.0258,0.1366,1867000.0,0.0922,4.6876,0.042,0.621,496746000.0,0.1771,0.3184,0.0366,19664000.0
12625,0.58,0.0674,0.0,9683158.0,1.1081,15978740.0,0.582,1.048,0.1072,0.8047,15647987.0,2.0102,0.0829,1.0319,2.1234,4408249.0,0.3736,2.7971,1.1213,16957334.0
4105,-0.46,-0.1885,0.0,7382706.0,-0.0492,649250.0,-0.4621,-0.1916,0.0,-0.0221,0.0,2.5403,0.1397,-0.0276,0.5284,8414570.0,-0.0894,-2.3448,0.1979,0.0
10659,-0.77,-0.0611,3678000.0,222391340.0,-0.4304,-282833000.0,-0.7664,-0.0518,0.1417,-0.2962,-96765000.0,-1.0253,-0.0613,-0.0804,-2.0454,317270000.0,-0.0149,-2.3448,-0.32,973000.0
2533,1.89,0.0197,-1620000.0,10757318.0,0.0445,39167000.0,1.8878,0.0181,0.007,0.0574,-11252000.0,-0.1398,3.1593,-0.0123,-0.0403,484886000.0,0.1055,-0.129,-0.0642,2788000.0
444,0.06,0.0024,-2700000.0,277759680.0,0.0724,-86400000.0,0.0628,0.0364,0.0253,0.0154,-525100000.0,0.0296,1.8454,-0.0651,1.3125,-1005000000.0,0.0381,1.0138,-0.0325,81400000.0
13733,-1.64,-0.4205,0.0,8911851.0,-0.4304,-14926000.0,-1.6308,-0.185,0.1005,-0.2962,-170000.0,-0.6307,-1.4772,-0.2409,-0.4428,-72123000.0,0.3729,-0.3667,-0.453,0.0
973,-5.23,-0.4857,0.0,2065005.0,-0.4304,-5071000.0,-5.5868,-0.6089,0.2999,-0.2962,7386000.0,-0.1608,-3.4117,-0.2409,-0.0897,-71547000.0,0.2549,0.2721,-0.453,261000.0
377,0.0,0.1068,0.0,0.0,0.5805,0.0,0.0,0.0,0.0,0.5136,-76606000.0,0.5107,0.0,0.0,0.7106,0.0,-0.0413,0.0,0.0,0.0
13698,-1.2027,-0.1197,-1882432.4,42986490.0,0.0,92035140.0,-0.537,1.048,0.0946,0.0,105063510.0,0.0507,-0.2091,1.0319,-1.9086,-61025676.0,0.7181,-2.3448,0.0,108045944.0
826,-1.18,-0.1967,-369000.0,0.0,0.0,2711000.0,0.0,0.0,0.0,0.0,4682000.0,0.0,0.0,0.0,0.0,-43000000.0,0.0,0.0,0.0,4682000.0
705,3.01,0.0325,5138000.0,36995016.0,0.0878,154782000.0,3.0075,0.0767,0.0015,0.1519,-36806000.0,0.1068,3.7073,0.1085,0.0081,653279000.0,0.3995,-0.0163,0.369,8326000.0
11992,4.02,0.056,0.0,325811200.0,0.0412,-54000000.0,4.3988,0.0553,0.0,0.0299,95000000.0,-0.2783,9.9816,0.0217,0.0269,9313000000.0,0.0,0.2843,-0.1886,135000000.0
17639,2.27,0.0507,1097000.0,6624197.0,0.0018,25090000.0,2.285,0.0873,0.007,0.0721,-2351000.0,2.5403,4.5914,0.1026,0.0656,149267000.0,-0.0229,0.1294,0.0301,534000.0
2656,2.69,0.0473,0.0,45493344.0,0.0299,-319396000.0,2.6905,0.0046,0.0865,0.0299,390122000.0,-0.1678,5.478,0.0348,-0.0994,963911000.0,0.0575,-0.1723,0.0,3225000.0
9594,5.37,0.0431,0.0,4122037.0,0.0174,261200.0,5.3721,0.7231,-0.0624,-0.0422,-22794800.0,0.177,6.3734,0.0248,0.0348,-10818200.0,-0.0094,0.0982,0.044,-268000.0
12701,0.49,0.0298,-3017000.0,18769964.0,-0.0745,17205000.0,0.4748,-0.0092,0.1686,-0.0585,-487000.0,0.0039,1.2817,0.0181,-0.3637,-40376000.0,-0.0502,-0.4167,-0.1695,8365000.0
15675,2.8,0.0266,6700000.0,688334400.0,0.2236,419284000.0,3.1839,0.0266,-0.0304,0.2172,-1363003000.0,0.6715,4.4282,0.0616,0.5405,9313000000.0,0.1641,0.1245,0.0183,-570775000.0
15300,0.24,0.0387,0.0,1827339.0,0.0032,429626.0,0.397,0.0634,0.0223,0.0032,-623986.0,0.1916,0.5822,0.0115,0.6115,-3477847.0,0.1303,2.7971,0.0,0.0
3443,-1.15,-0.2457,1716000.0,83786930.0,-0.2896,-81466000.0,-1.1504,-0.3267,0.0569,-0.0011,4168000.0,-1.6099,-0.2867,-0.1503,-2.0454,-141409000.0,0.0391,-2.3448,-0.0403,4386000.0
12526,1.41,0.0215,-5134000.0,14572220.0,-0.0157,2245000.0,1.4071,0.1478,-0.0514,0.0805,-4446000.0,0.8986,3.425,0.0521,-0.2929,275594000.0,0.015,-0.2618,0.0229,-6403000.0
6821,1.13,0.0673,0.0,33417118.0,0.1396,69769000.0,1.1398,-0.0632,-0.001,0.1145,-584477000.0,2.0829,14.3718,-0.2409,0.1399,0.0,0.1109,-0.4593,-0.388,-5639000.0
12219,-2.2,-0.0459,-391000.0,129704690.0,0.4492,37226000.0,-2.1995,-0.0013,0.0582,0.4825,35485000.0,0.4967,1.2278,0.2316,-0.3342,-665595000.0,0.4009,-0.2155,0.4147,34611000.0
17008,-1.7154,-0.0919,157557.56,364069.9,0.5958,87456350.0,-5.5868,1.048,0.6672,0.626,374705570.0,-1.0378,-3.4117,0.9,0.8648,-88140760.0,0.2095,0.934,1.0877,117925110.0
15473,4.95,0.0387,0.0,98167290.0,1.1081,-319396000.0,4.9484,0.0948,0.2981,0.8047,689529000.0,1.6759,9.118,0.4526,2.1234,-37133000.0,0.142,2.7971,0.9281,157286000.0
2338,1.031,0.0602,6700000.0,17275126.0,-0.3406,-319396000.0,0.0,-0.2159,-0.0624,-0.2188,-1363003000.0,-0.1231,0.0,-0.1194,-0.4979,0.0,0.0747,-0.7069,-0.3788,0.0
2816,-1.36,0.0,0.0,23142000.0,-0.2942,-319396000.0,0.0,0.0,0.0,-0.2942,-19000000.0,0.1176,0.0,0.0,-1.7602,-7630000.0,0.0,-1.7598,0.0098,0.0
4873,-3.52,0.0,-4800000.0,2583999.0,0.0,17800000.0,0.0,0.0,0.0,0.6471,11072000.0,1.3289,0.0,-0.0895,0.2801,-54038000.0,0.0,0.0,0.0,0.0
3067,1.52,0.1254,0.0,6211237.0,0.3488,-16812392.0,1.5191,-0.2676,0.3963,0.6795,18556728.0,-0.4778,-3.4117,0.3123,0.3458,728782.0,0.3897,0.6344,1.1213,75.0
13480,5.9,0.0625,200000.0,43211052.0,0.0613,-317900000.0,7.7254,0.1301,0.0046,0.0791,43300000.0,-0.2632,10.7773,0.2381,-0.2325,2845600000.0,0.042,-0.4168,0.3851,-206000000.0
956,2.21,0.0336,-24000000.0,688334400.0,-0.0228,-319396000.0,2.5797,-0.1562,0.0529,-0.0323,-1363003000.0,-0.0497,8.6597,-0.057,-0.0026,9313000000.0,-0.0542,-0.4557,-0.0346,0.0
14028,4.88,0.053,6700000.0,86953144.0,0.0318,-267200000.0,4.8811,0.1061,-0.0079,0.0272,-566200000.0,0.0777,10.696,0.0383,0.0344,4079200000.0,0.0309,-0.2411,-0.1344,-149100000.0
3910,0.2,0.018,159000.0,67037864.0,0.1995,1401000.0,0.1954,0.0384,0.0085,0.1042,-46461000.0,-0.1743,0.3702,-0.0921,0.2982,129309000.0,0.1642,2.5385,0.0197,3058000.0
14277,3.3974,0.0323,-10050420.0,226798910.0,0.3204,227997600.0,2.3606,1.048,0.1405,0.255,-102118850.0,-0.2481,2.9224,0.2268,0.4426,895000000.0,0.2711,0.5296,0.0721,0.0
2640,4.32,0.0612,0.0,63058492.0,0.0974,-192002000.0,4.4082,0.0881,0.0423,0.0974,837972000.0,0.6696,4.5966,0.1631,0.1552,1710324000.0,0.0569,0.1309,0.0,27701000.0
3021,-0.29,-0.4265,0.0,25066306.0,0.1215,-4062145.0,-0.2887,-0.5981,0.6672,0.0669,3063334.0,0.2966,-0.1606,-0.2112,1.273,-50014636.0,-0.1137,0.5857,-0.3538,425000.0
704,-0.16,-0.008,-1535000.0,35389652.0,0.1464,-472000.0,-0.1575,-0.0169,0.0236,-0.2962,-177000.0,-0.2716,1.4758,0.084,2.1234,42439000.0,-0.1919,0.36,0.4143,2851000.0
5173,3.39,0.0664,0.0,48379704.0,0.0164,-31160000.0,3.3602,-0.0194,0.001,0.0223,-176309000.0,0.1249,4.0465,-0.006,-1e-04,224111000.0,0.0339,-0.0059,0.984,70000.0
1935,0.97,0.0631,319000.0,6941474.0,0.1293,-3522000.0,0.9691,0.0555,0.019,0.0137,-6669000.0,-0.4606,1.6135,0.0028,2.1234,95715000.0,-0.0535,2.7971,0.1541,560000.0
13796,-5.23,-0.1699,1344537.9,11180796.0,-0.4304,-31481392.0,-4.8793,-0.423,0.1789,-0.2962,726290.5,-1.0526,-3.4117,-0.2409,-1.1851,-216591840.0,0.0897,-1.6415,-0.453,750300.1
4695,-3.6048,-0.0573,0.0,42428170.0,-0.3965,165690560.0,-3.0547,0.3392,0.0634,-0.2962,294647140.0,-0.3602,-2.9562,0.4673,-1.1903,-192526610.0,0.2251,-2.3448,0.028,157286000.0
1213,-1.32,-0.0448,487000.0,101924190.0,0.6765,112951000.0,-1.3234,1.048,0.6672,0.5954,237408000.0,0.4005,-0.3041,1.0319,-0.498,-366714000.0,0.5392,0.665,0.5125,157286000.0
5527,1.73,0.0667,283000.0,41967936.0,0.1838,10115000.0,1.7282,0.1275,0.0121,0.2399,42786000.0,0.5165,1.7482,0.1807,0.1972,549585000.0,0.1649,0.0745,0.2822,-2306000.0
12778,-2.18,-0.5957,897000.0,69002860.0,-0.0701,29537000.0,-2.1844,-0.6089,-0.0089,-0.0346,-168106000.0,0.0591,3.2056,-0.2409,-0.5056,543814000.0,0.0457,0.4696,-0.0196,0.0
8033,0.08,0.0114,0.0,44535644.0,0.0465,-30638000.0,0.085,0.0265,0.0052,0.0552,-1026000.0,-0.1313,0.1925,0.0809,-0.8054,3120000.0,0.08,-0.6667,0.0,-123000.0
2805,1.71,0.0651,0.0,43725948.0,0.1239,-12290000.0,1.7169,0.0484,0.0095,0.1239,43640000.0,-0.2639,2.0082,0.0203,0.4476,423956000.0,0.0576,0.1633,0.0,6184000.0
8274,0.04,0.0807,-2045000.0,170883800.0,-0.3418,-18216000.0,0.0374,-0.0136,-0.0088,-0.1598,-943000.0,-0.4112,0.1882,-0.0011,1.1925,562000.0,-0.1558,1.0667,0.6354,-2580000.0
15270,1.64,0.0265,0.0,21900000.0,0.051,2586000.0,2.2035,0.026,0.0234,0.0471,12442000.0,0.1612,4.7237,0.0591,0.0529,-197710000.0,0.0389,0.0719,0.0243,22751000.0
8655,1.67,0.0546,-2200000.0,70298970.0,0.013,4400000.0,1.6743,0.1509,-0.0182,0.0241,-68300000.0,0.1836,2.3757,0.1492,0.1431,-73200000.0,-0.0186,0.4911,0.0832,-68300000.0
4662,-0.96,-0.1261,0.0,11100453.0,0.0,-19580000.0,-0.9569,-0.3619,0.0752,0.0,0.0,0.083,-0.7634,-0.2409,-0.1896,-47367000.0,0.3099,-0.0909,1.1213,0.0
15694,2.43,0.0625,0.0,688334400.0,0.0122,419284000.0,2.4726,0.0576,-0.0519,0.0122,837972000.0,0.317,10.9572,0.0621,-0.0689,6809000000.0,0.1117,-0.1033,0.0,-570775000.0
14474,2.03,0.0138,6700000.0,688334400.0,0.0658,-319396000.0,2.028,-0.1477,-0.0004,0.0313,-1363003000.0,0.0851,7.8312,0.0983,0.0416,9313000000.0,0.092,-0.6778,0.0843,-570775000.0
14098,2.05,0.0469,0.0,173342130.0,0.0091,412000000.0,2.0439,0.0744,-0.0624,0.0222,-455000000.0,-0.3287,9.5727,0.0208,-0.2688,-1005000000.0,0.0353,-0.3634,0.0153,-194000000.0
17299,-0.88,-0.0343,657000.0,40501304.0,-0.0442,27395000.0,-0.8757,-0.1087,-0.003,0.0179,-39101000.0,-0.094,1.6142,-0.0519,-2.0454,-216692000.0,0.0054,-0.6923,0.04,-36938000.0
4130,-1.95,-0.0073,-2498000.0,64000000.0,0.0,53381000.0,0.0,0.0,0.0,0.0,837972000.0,0.0,0.0,0.0,0.0,-83000000.0,0.0,0.0,0.0,157286000.0
1050,4.41,0.0811,-24000000.0,442303420.0,0.0851,-302000000.0,4.4065,-0.0397,-0.0624,-0.0124,-1363003000.0,0.0993,6.6074,0.0047,0.4099,5155000000.0,-0.0025,0.2876,0.0133,-570775000.0
8669,-0.5,-0.5495,0.0,55747108.0,0.0,-5123979.0,-0.5019,-0.3542,0.2701,0.0,15775077.0,-0.1211,-0.429,-0.1527,-0.0813,-136551800.0,-0.1919,0.0909,0.0,16040772.0
3407,0.86,0.1254,0.0,10133330.0,-0.4304,1767566.0,0.8639,0.9428,0.2263,-0.2962,-6445157.0,-1.6099,-1.3499,-0.0206,-2.0454,-18778000.0,0.0838,1.5443,-0.453,100000.0
12845,-1.2,-0.0815,6700000.0,187324430.0,0.1002,58445000.0,0.4883,1.048,0.1123,0.0254,157570000.0,-0.0005,1.0258,0.0466,-0.1753,-946236000.0,0.4179,-1.4317,-0.071,157286000.0
172,0.71,0.0266,-24000000.0,145484620.0,0.4574,419284000.0,0.7011,0.1193,0.0057,0.0048,-341000000.0,2.5403,10.6747,-0.086,1.3541,1862000000.0,-0.1426,1.0624,0.1098,13000000.0
13177,-0.02,-0.0377,0.0,21594684.0,0.3189,-1201000.0,-0.0214,-0.1143,0.0254,-0.0732,0.0,-1.6099,-0.1208,0.0179,0.8454,-34111628.0,-0.033,0.9091,0.2086,0.0
14993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12156,-0.35,-0.0152,744000.0,98570420.0,0.7459,105818000.0,-0.3463,1.048,0.6672,0.8047,-17226000.0,-0.0909,1.1866,1.0319,-1.264,283390000.0,0.7181,-1.2349,1.1213,-302783000.0
4618,-0.04,-0.0051,0.0,60350750.0,0.0747,-10269000.0,-0.0419,1.048,0.1317,0.1462,58493000.0,-0.3235,0.1056,1.0319,-2.0454,-22063000.0,0.2621,-2.3448,1.1213,935000.0
2910,-0.09,-0.009,-236000.0,20762148.0,0.1887,47000.0,-0.0828,-0.0515,0.4013,0.2158,205288000.0,0.1275,0.9236,0.7647,0.2239,55264000.0,0.1694,-1.6,0.1598,-650000.0
909,-5.23,-0.2192,0.0,2071802.0,0.0,2900000.0,-5.5868,-0.5374,0.3564,0.0,19027000.0,-1.083,-3.4117,0.1776,-0.6616,-101042000.0,0.031,-0.1852,0.0,20672000.0
14660,5.9,0.0549,3400000.0,57000000.0,0.0194,14400000.0,7.7254,0.0847,0.0,-1e-04,-256100000.0,0.0,9.9157,-0.0099,-1e-04,3772000000.0,-0.0054,0.0123,-0.453,-78600000.0
799,5.9,0.0742,-2362000.0,45848908.0,0.0095,-8417000.0,6.1521,0.0466,-0.0312,0.0182,-298946000.0,0.0806,7.769,-0.0059,-0.0671,909816000.0,0.0344,-0.0396,0.0736,-182431000.0
2294,1.51,0.0418,0.0,688334400.0,0.0695,17500000.0,1.4405,0.1352,0.0458,0.0047,837972000.0,0.0768,2.151,0.1759,0.0655,0.0,0.1391,0.0414,-0.3022,157286000.0
10786,1.0,0.096,0.0,340662700.0,0.1398,-25710000.0,0.9989,0.1286,0.0098,0.0204,-157078000.0,0.3926,0.6555,-0.0228,0.1881,632564000.0,-0.0241,-0.7101,0.1075,-147127000.0
7274,3.16,0.0579,0.0,43322652.0,0.6174,-2300000.0,3.169,-0.1355,0.2067,0.2146,-26000000.0,1.6297,7.463,0.0426,0.6376,494200000.0,0.0,0.339,-0.027,3100000.0
5652,2.66,0.0688,0.0,16900512.0,0.1495,-74009000.0,3.3719,-0.1278,0.2322,0.143,1719000.0,0.0713,8.1671,0.0443,0.2157,0.0,0.0462,0.2258,0.014,133327000.0
758,5.9,0.0733,-8202000.0,44768090.0,0.1721,-27317000.0,7.7254,0.1561,-0.009,0.1316,-203462000.0,0.4383,8.0776,0.1606,0.3003,969632000.0,0.0613,0.3658,0.2571,-191737000.0
11239,2.24,0.0752,0.0,28618492.0,0.3128,-6506000.0,2.2683,0.0942,-0.0073,0.3128,273331000.0,-0.0522,1.4814,0.062,0.586,361192000.0,0.1057,0.4088,0.0682,-9530000.0
4122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15478500.0,0.0,0.0,0.0,0.0,-30668000.0,0.0,0.0,0.0,-60143000.0
14595,1.4,0.1228,6700000.0,186728130.0,-0.0351,244499000.0,1.3996,1.048,0.0052,0.0476,367747000.0,-0.0006,2.6553,0.1457,0.1536,5229584000.0,0.027,1.8571,-0.0571,0.0
9395,0.55,0.0376,0.0,62401176.0,0.0,-8700000.0,0.5503,0.1319,0.0137,0.0025,-137900000.0,0.2678,2.2329,0.0641,0.1689,-248300000.0,0.0514,1.8947,0.0779,-4400000.0
8305,4.31,0.084,0.0,6858002.0,-0.4304,-1932000.0,4.3081,-0.0116,-0.0624,-0.2372,-74323000.0,-0.7071,5.5077,-0.0925,-0.7422,475874000.0,0.0201,-0.5998,0.554,-69852000.0
2420,0.88,0.0884,-127000.0,57097220.0,0.1543,-12641000.0,0.8807,0.0445,0.0062,0.1415,408154000.0,0.0052,4.4103,0.0831,0.3514,809734000.0,0.1169,1.5882,0.2766,130000.0
7230,4.05,0.0567,0.0,688334400.0,0.0412,-80000000.0,4.0576,-0.0099,-0.0184,-0.0061,-1363003000.0,0.0173,9.6542,0.005,0.053,2564000000.0,0.0,0.5226,-0.3489,-570775000.0
1702,1.04,0.0316,-9100000.0,29120328.0,0.1254,3900000.0,1.0441,-0.2358,0.0103,0.0535,61900000.0,0.2532,2.6339,0.1233,-0.047,166400000.0,0.1002,-0.0796,-0.0547,-2800000.0
5880,4.33,0.0542,-8263000.0,12777465.0,0.0387,21868000.0,4.2843,0.0228,0.0002,0.0781,44608000.0,-0.089,5.0119,0.1399,0.194,632864000.0,0.0003,0.2773,0.026,-9660000.0
3798,-0.19,-0.1105,0.0,37921116.0,0.1038,-3630000.0,-0.1937,-0.111,0.0752,0.1318,-4338000.0,-0.2961,0.4692,-0.032,-0.4072,-188428000.0,0.2108,-1.4222,-0.0622,1778000.0
14109,0.0,0.0,6700000.0,185000000.0,0.1294,-208000000.0,0.0,0.0,0.0,0.0684,-1363003000.0,0.0,0.0,-0.0077,0.1824,9313000000.0,0.0629,0.0,-0.2767,0.0
12646,-5.23,-0.5957,-2347000.0,5260344.0,-0.2351,-3774000.0,-5.5868,-0.3722,0.0104,-0.2,13000.0,1.0371,0.068,-0.2409,-0.0585,-747381000.0,-0.1329,-0.2021,-0.3199,13000.0
979,0.6,0.0396,0.0,5375061.0,-0.0166,-359000.0,0.5987,0.0345,0.0106,0.0869,2993000.0,-0.2513,0.8321,0.4549,-0.1881,-6565894.0,0.0268,-0.1667,-0.0665,-43000.0
14198,1.0,0.044,0.0,21219440.0,0.0036,16091000.0,0.9932,0.0379,0.0054,-0.0021,-14839000.0,-0.1265,2.4721,0.015,-0.0566,287390000.0,0.0091,-0.2424,-0.4343,0.0
16903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,1.46,0.0378,-157000.0,20444700.0,0.1626,11724000.0,1.4603,0.0932,-0.007,0.0493,-9643000.0,-0.1776,2.5856,0.0802,0.3568,202032000.0,0.0827,-0.0932,0.2126,-8064000.0
7731,-1.09,-0.1501,-289000.0,32174756.0,0.2902,-10641000.0,-1.0936,-0.3239,0.1057,0.2526,-1063000.0,0.7956,-0.1551,-0.1769,0.5525,-194854000.0,0.0253,0.6065,0.1039,777000.0
7571,-0.92,-0.0331,-7241000.0,40925276.0,0.1267,-46510000.0,-0.9173,-0.1235,0.0264,0.1008,-10817000.0,0.2007,1.6585,-0.0169,0.6921,-163907000.0,0.0772,-0.7692,0.0667,-10950000.0
6195,-0.74,-0.2984,-2906000.0,38148076.0,0.2594,-774000.0,-0.7339,-0.2661,-0.0101,-0.0952,-3656000.0,0.2547,-0.3145,-0.2409,0.6455,-1005000000.0,-0.1224,0.0864,0.0747,-3656000.0
351,2.05,0.0539,6700000.0,688334400.0,0.0774,-171372000.0,2.0476,0.175,-0.0287,0.0808,-1363003000.0,-0.1658,2.3755,0.0911,0.0183,4334150000.0,0.1052,0.1714,0.264,-570775000.0
16020,1.62,0.1254,0.0,53350000.0,0.0572,16370000.0,1.6167,0.3305,0.0218,0.0572,565130000.0,1.5999,1.8271,0.1265,0.2093,102459000.0,-0.0507,0.3065,0.0,138287000.0
11838,0.37,0.0514,0.0,8135036.0,0.162,-10537.0,0.3738,0.12,0.1229,0.162,791904.0,0.4385,0.4021,0.1162,0.228,-459100.0,-0.032,0.1212,-0.0942,4210986.0
4961,0.29,0.0376,0.0,88135390.0,0.0179,16664000.0,0.2915,0.1597,-0.0086,0.05,-31923000.0,0.1447,0.7084,-0.0053,-0.0741,-738849000.0,0.1054,-0.0645,0.0222,2177000.0
15579,-5.23,-0.5957,0.0,30.0,1.1081,507572.0,-5.5868,-0.6089,0.6672,0.8047,15752627.0,-1.6099,-3.4117,1.0319,-2.0454,-146090030.0,0.6171,0.6054,1.1213,4072500.0
3738,3.55,0.0,0.0,37000000.0,0.1641,7185000.0,0.0,0.0,0.0,0.168,19064000.0,0.41,0.0,0.1076,0.3624,942000000.0,0.1173,0.5778,0.0408,0.0
4365,4.43,0.0358,-24000000.0,101200000.0,0.3178,136400000.0,4.3241,0.4639,0.1976,0.4439,837972000.0,0.3294,9.7075,0.9317,0.1023,4223700000.0,0.3519,-0.2653,0.6851,98900000.0
